代码,名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称
002393,力生制药,2021,医药制造,5072,化学药剂
002394,联发股份,2011,纺织,5036,棉纺
002395,双象股份,2020,化纤,5065,其他纤维
002396,星网锐捷,2048,通信设备,5150,通信交换传输设备
002397,梦洁股份,2011,纺织,5038,家纺
002398,建研集团,2032,建材,5091,混凝土
002399,海普瑞,2021,医药制造,5071,化学原料药
002400,省广股份,2073,文化传媒,5172,广告
002401,中远海科,2063,软件及系统,5155,行业应用系统
002402,和而泰,2047,电子元器件,5144,智能控制器
002403,爱仕达,2040,家电,5123,小家电
002404,嘉欣丝绸,2011,纺织,5039,丝绸
002405,四维图新,2063,软件及系统,5155,行业应用系统
002406,远东传动,2037,机械配件,5094,轴承阀门制造
002407,多氟多,2016,化工,5053,无机盐
002408,齐翔腾达,2016,化工,5051,精细化工
002409,雅克科技,2016,化工,5051,精细化工
002410,广联达,2063,软件及系统,5155,行业应用系统
002411,必康股份,2021,医药制造,5071,化学原料药
002412,汉森制药,2022,中药,5074,中成药
002413,雷科防务,2045,航天国防,5130,航天国防Ⅱ
002414,高德红外,2045,航天国防,5130,航天国防Ⅱ
002415,海康威视,2050,电子设备,5154,电子设备Ⅱ
002416,爱施德,2066,零售业,5165,其他商业
002417,三元达,2048,通信设备,5148,通信方案提供商
002418,康盛股份,2037,机械配件,5097,其他基础件
002419,天虹股份,2066,零售业,5162,百货
002420,毅昌股份,2040,家电,5121,黑色家电
002421,达实智能,2063,软件及系统,5155,行业应用系统
002422,科伦药业,2021,医药制造,5072,化学药剂
002423,中原特钢,2006,钢铁,5017,特钢
002424,贵州百灵,2022,中药,5074,中成药
002425,凯撒文化,2076,互联网,5158,互联网Ⅱ
002426,胜利精密,2033,金属制品,5093,金属制品Ⅱ
002427,尤夫股份,2020,化纤,5064,涤纶
002428,云南锗业,2008,有色矿采,5202,稀有金属
002429,兆驰股份,2040,家电,5121,黑色家电
002430,杭氧股份,2038,专用设备,5114,其他专用设备
002431,棕榈股份,2080,园林工程,5203,园林工程Ⅱ
002432,九安医疗,2025,医疗服务,5081,医疗器械
002433,太安堂,2022,中药,5074,中成药
002434,万里扬,2043,汽车配件,5129,汽车配件Ⅱ
002435,长江润发,2038,专用设备,5105,电梯
002436,兴森科技,2047,电子元器件,5142,印制电路板
002437,誉衡药业,2021,医药制造,5072,化学药剂
002438,江苏神通,2037,机械配件,5094,轴承阀门制造
002439,启明星辰,2063,软件及系统,5157,网络安全服务
002440,闰土股份,2016,化工,5051,精细化工
002441,众业达,2039,电气设备,5116,输变电设备
002442,龙星化工,2016,化工,5054,炭黑
002443,金洲管道,2033,金属制品,5093,金属制品Ⅱ
002444,巨星科技,2033,金属制品,5093,金属制品Ⅱ
002445,中南文化,2073,文化传媒,5173,广播电影电视
002446,盛路通信,2048,通信设备,5151,通信配件
002447,壹桥股份,2002,牧渔,5006,海水养殖
002448,中原内配,2043,汽车配件,5128,汽车发动机
002449,国星光电,2047,电子元器件,5140,显示器件
002450,康得新,2016,化工,5055,其他化工制品
002451,摩恩电气,2039,电气设备,5116,输变电设备
002452,长高集团,2039,电气设备,5116,输变电设备
002453,天马精化,2016,化工,5051,精细化工
002454,松芝股份,2043,汽车配件,5129,汽车配件Ⅱ
002455,百川股份,2016,化工,5051,精细化工
002456,欧菲光,2047,电子元器件,5140,显示器件
002457,青龙管业,2032,建材,5092,其他建材
002458,益生股份,2002,牧渔,5004,养殖畜牧
002459,天业通联,2034,工程机械,5098,工程机械Ⅱ
002460,赣锋锂业,2007,有色金属,5019,金属压延
002461,珠江啤酒,2010,酿酒,5032,啤酒
002462,嘉事堂,2024,医药流通,5080,医药流通Ⅱ
002463,沪电股份,2047,电子元器件,5142,印制电路板
002464,金利科技,2076,互联网,5158,互联网Ⅱ
002465,海格通信,2045,航天国防,5130,航天国防Ⅱ
002466,天齐锂业,2077,复合材料,5082,复合材料Ⅱ
002467,二六三,2051,通信服务,5152,通信服务Ⅱ
002468,申通快递,2062,仓储物流,5215,快递
002469,三维工程,2054,工程建筑,5193,专业工程
002470,金正大,2017,化肥,5059,复合肥
002471,中超控股,2039,电气设备,5116,输变电设备
002472,双环传动,2037,机械配件,5095,齿轮、制动制造
002473,*ST圣莱,2040,家电,5123,小家电
002474,榕基软件,2063,软件及系统,5155,行业应用系统
002475,立讯精密,2047,电子元器件,5141,基础元器件
002476,宝莫股份,2016,化工,5051,精细化工
002477,雏鹰农牧,2002,牧渔,5004,养殖畜牧
002478,常宝股份,2033,金属制品,5093,金属制品Ⅱ
002479,富春环保,2082,环境保护,5216,环境保护Ⅱ
002480,新筑股份,2038,专用设备,5110,重型设备
002481,双塔食品,2009,食品饮料,5213,食品
002482,广田集团,2054,工程建筑,5194,建筑装饰
002483,润邦股份,2038,专用设备,5110,重型设备
002484,江海股份,2047,电子元器件,5141,基础元器件
002485,希努尔,2012,服装,5040,服装Ⅱ
002486,嘉麟杰,2012,服装,5040,服装Ⅱ
002487,大金重工,2033,金属制品,5093,金属制品Ⅱ
002488,金固股份,2043,汽车配件,5129,汽车配件Ⅱ
002489,浙江永强,2013,木材家具,5042,木材家具Ⅱ
002490,*ST墨龙,2038,专用设备,5111,石油开采设备
002491,通鼎互联,2048,通信设备,5149,光纤光缆
002492,恒基达鑫,2062,仓储物流,5185,仓储物流Ⅱ
002493,荣盛石化,2005,石油石化,5011,石油加工
002494,华斯股份,2012,服装,5040,服装Ⅱ
002495,佳隆股份,2009,食品饮料,5213,食品
002496,辉丰股份,2018,农药,5067,农药Ⅱ
002497,雅化集团,2016,化工,5052,民爆
002498,汉缆股份,2039,电气设备,5116,输变电设备
002499,科林环保,2082,环境保护,5216,环境保护Ⅱ
002500,山西证券,2070,证券期货,5188,证券
002501,利源精制,2007,有色金属,5019,金属压延
002502,骅威文化,2073,文化传媒,5204,文化传媒Ⅱ
002503,搜于特,2012,服装,5040,服装Ⅱ
002504,*ST弘高,2054,工程建筑,5194,建筑装饰
002505,大康农业,2002,牧渔,5004,养殖畜牧
002506,协鑫集成,2039,电气设备,5116,输变电设备
002507,涪陵榨菜,2009,食品饮料,5213,食品
002508,老板电器,2040,家电,5123,小家电
002509,天广中茂,2078,综合行业,5199,综合行业Ⅱ
002510,天汽模,2043,汽车配件,5129,汽车配件Ⅱ
002511,中顺洁柔,2014,造纸,5045,生活纸
002512,达华智能,2047,电子元器件,5143,集成电路
002513,蓝丰生化,2018,农药,5067,农药Ⅱ
002514,宝馨科技,2033,金属制品,5093,金属制品Ⅱ
002515,金字火腿,2009,食品饮料,5213,食品
002516,旷达科技,2043,汽车配件,5129,汽车配件Ⅱ
002517,恺英网络,2076,互联网,5158,互联网Ⅱ
002518,科士达,2039,电气设备,5116,输变电设备
002519,银河电子,2040,家电,5123,小家电
002520,日发精机,2035,机床设备,5099,机床
002521,齐峰新材,2014,造纸,5044,特种纸
002522,浙江众成,2081,塑胶制品,5211,塑料
002523,天桥起重,2038,专用设备,5113,矿采冶金设备
002524,光正集团,2054,工程建筑,5195,钢结构
002526,山东矿机,2038,专用设备,5113,矿采冶金设备
002527,新时达,2038,专用设备,5105,电梯
002528,英飞拓,2050,电子设备,5154,电子设备Ⅱ
002529,海源机械,2038,专用设备,5114,其他专用设备
002530,金财互联,2063,软件及系统,5155,行业应用系统
002531,天顺风能,2039,电气设备,5118,输变电配件
002532,新界泵业,2037,机械配件,5096,泵、电机制造
002533,金杯电工,2039,电气设备,5116,输变电设备
002534,杭锅股份,2038,专用设备,5107,锅炉
002535,林州重机,2038,专用设备,5113,矿采冶金设备
002536,西泵股份,2043,汽车配件,5129,汽车配件Ⅱ
002537,海联金汇,2075,多元金融,5190,多元金融Ⅱ
002538,司尔特,2017,化肥,5059,复合肥
002539,云图控股,2017,化肥,5059,复合肥
002540,亚太科技,2007,有色金属,5019,金属压延
002541,鸿路钢构,2054,工程建筑,5195,钢结构
002542,中化岩土,2054,工程建筑,5193,专业工程
002543,万和电气,2040,家电,5123,小家电
002544,杰赛科技,2048,通信设备,5148,通信方案提供商
002545,东方铁塔,2033,金属制品,5093,金属制品Ⅱ
002546,新联电子,2039,电气设备,5115,电气自控设备
002547,春兴精工,2033,金属制品,5093,金属制品Ⅱ
002548,金新农,2003,饲料加工,5008,饲料加工Ⅱ
002549,凯美特气,2016,化工,5055,其他化工制品
002550,千红制药,2023,生物制品,5079,生物制品Ⅱ
002551,尚荣医疗,2025,医疗服务,5081,医疗器械
002552,宝鼎科技,2044,船舶制造,5131,船舶制造Ⅱ
002553,南方轴承,2043,汽车配件,5129,汽车配件Ⅱ
002554,惠博普,2005,石油石化,5013,石油技术服务
002555,三七互娱,2076,互联网,5158,互联网Ⅱ
002556,辉隆股份,2066,零售业,5163,超市连锁
002557,洽洽食品,2009,食品饮料,5213,食品
002558,巨人网络,2076,互联网,5158,互联网Ⅱ
002559,亚威股份,2035,机床设备,5099,机床
002560,通达股份,2039,电气设备,5116,输变电设备
002561,徐家汇,2066,零售业,5162,百货
002562,兄弟科技,2016,化工,5051,精细化工
002563,森马服饰,2012,服装,5040,服装Ⅱ
002564,天沃科技,2038,专用设备,5114,其他专用设备
002565,顺灏股份,2014,造纸,5044,特种纸
002566,益盛药业,2022,中药,5074,中成药
002567,唐人神,2003,饲料加工,5008,饲料加工Ⅱ
002568,百润股份,2009,食品饮料,5213,食品
002569,步森股份,2012,服装,5040,服装Ⅱ
002570,贝因美,2009,食品饮料,5213,食品
002571,*ST德力,2079,轻工产品,5217,家用轻工
002572,索菲亚,2013,木材家具,5042,木材家具Ⅱ
002573,清新环境,2082,环境保护,5216,环境保护Ⅱ
002574,明牌珠宝,2079,轻工产品,5217,家用轻工
002575,群兴玩具,2079,轻工产品,5175,玩具
002576,通达动力,2039,电气设备,5117,发电机组
002577,雷柏科技,2049,IT设备,5153,IT设备Ⅱ
002578,闽发铝业,2007,有色金属,5019,金属压延
002579,中京电子,2047,电子元器件,5142,印制电路板
002580,圣阳股份,2079,轻工产品,5176,普通电池
002581,未名医药,2023,生物制品,5075,基因工程药物
002582,好想你,2009,食品饮料,5213,食品
002583,海能达,2048,通信设备,5147,通信终端设备
002584,西陇科学,2016,化工,5055,其他化工制品
002585,双星新材,2081,塑胶制品,5211,塑料
002586,围海股份,2054,工程建筑,5193,专业工程
002587,奥拓电子,2050,电子设备,5154,电子设备Ⅱ
002588,史丹利,2017,化肥,5059,复合肥
002589,瑞康医药,2024,医药流通,5080,医药流通Ⅱ
002590,万安科技,2043,汽车配件,5129,汽车配件Ⅱ
002591,恒大高新,2077,复合材料,5082,复合材料Ⅱ
002592,八菱科技,2043,汽车配件,5129,汽车配件Ⅱ
002593,日上集团,2043,汽车配件,5129,汽车配件Ⅱ
002594,比亚迪,2042,汽车制造,5125,乘用车
002595,豪迈科技,2038,专用设备,5112,轮胎制造设备
002596,海南瑞泽,2032,建材,5091,混凝土
002597,金禾实业,2016,化工,5051,精细化工
002598,山东章鼓,2038,专用设备,5114,其他专用设备
002599,盛通股份,2015,包装印刷,5046,印刷
002600,江粉磁材,2077,复合材料,5082,复合材料Ⅱ
002601,龙蟒佰利,2016,化工,5055,其他化工制品
002602,世纪华通,2076,互联网,5158,互联网Ⅱ
002603,以岭药业,2022,中药,5074,中成药
002604,龙力生物,2009,食品饮料,5213,食品
002605,姚记扑克,2079,轻工产品,5174,轻工产品Ⅱ
002606,大连电瓷,2039,电气设备,5116,输变电设备
002607,亚夏汽车,2066,零售业,5161,汽车服务
002608,江苏国信,2075,多元金融,5190,多元金融Ⅱ
002609,捷顺科技,2050,电子设备,5154,电子设备Ⅱ
002610,爱康科技,2033,金属制品,5093,金属制品Ⅱ
002611,东方精工,2036,轻工机械,5102,印刷包装机械
002612,朗姿股份,2012,服装,5040,服装Ⅱ
002613,北玻股份,2038,专用设备,5114,其他专用设备
002614,奥佳华,2025,医疗服务,5081,医疗器械
002615,哈尔斯,2079,轻工产品,5217,家用轻工
002616,长青集团,2040,家电,5123,小家电
002617,露笑科技,2039,电气设备,5116,输变电设备
002618,丹邦科技,2047,电子元器件,5142,印制电路板
002619,艾格拉斯,2076,互联网,5158,互联网Ⅱ
002620,瑞和股份,2054,工程建筑,5194,建筑装饰
002621,三垒股份,2038,专用设备,5114,其他专用设备
002622,融钰集团,2075,多元金融,5190,多元金融Ⅱ
002623,亚玛顿,2077,复合材料,5082,复合材料Ⅱ
002624,完美世界,2076,互联网,5158,互联网Ⅱ
002625,光启技术,2077,复合材料,5082,复合材料Ⅱ
002626,金达威,2009,食品饮料,5213,食品
002627,宜昌交运,2056,公共交通,5184,公共交通Ⅱ
002628,成都路桥,2054,工程建筑,5192,一般工程
002629,仁智股份,2005,石油石化,5013,石油技术服务
002630,华西能源,2038,专用设备,5107,锅炉
002631,德尔未来,2013,木材家具,5042,木材家具Ⅱ
002632,道明光学,2016,化工,5055,其他化工制品
002633,申科股份,2037,机械配件,5094,轴承阀门制造
002634,棒杰股份,2012,服装,5040,服装Ⅱ
002635,安洁科技,2049,IT设备,5153,IT设备Ⅱ
002636,金安国纪,2047,电子元器件,5142,印制电路板
002637,赞宇科技,2016,化工,5051,精细化工
002638,勤上股份,2047,电子元器件,5140,显示器件
002639,雪人股份,2038,专用设备,5106,制冷设备
002640,跨境通,2076,互联网,5158,互联网Ⅱ
002641,永高股份,2081,塑胶制品,5211,塑料
002642,荣之联,2063,软件及系统,5155,行业应用系统
002643,万润股份,2016,化工,5051,精细化工
002644,佛慈制药,2022,中药,5074,中成药
002645,华宏科技,2082,环境保护,5216,环境保护Ⅱ
002646,青青稞酒,2010,酿酒,5030,白酒
002647,民盛金科,2075,多元金融,5190,多元金融Ⅱ
002648,卫星石化,2016,化工,5055,其他化工制品
002649,博彦科技,2063,软件及系统,5155,行业应用系统
002650,加加食品,2009,食品饮料,5213,食品
002651,利君股份,2038,专用设备,5114,其他专用设备
002652,扬子新材,2032,建材,5092,其他建材
002653,海思科,2021,医药制造,5072,化学药剂
002654,万润科技,2047,电子元器件,5140,显示器件
002655,共达电声,2047,电子元器件,5146,其他电子元器件
002656,摩登大道,2012,服装,5040,服装Ⅱ
002657,中科金财,2063,软件及系统,5155,行业应用系统
002658,雪迪龙,2082,环境保护,5216,环境保护Ⅱ
002659,中泰桥梁,2054,工程建筑,5195,钢结构
002660,茂硕电源,2050,电子设备,5154,电子设备Ⅱ
002661,克明面业,2009,食品饮料,5213,食品
002662,京威股份,2043,汽车配件,5129,汽车配件Ⅱ
002663,普邦股份,2080,园林工程,5203,园林工程Ⅱ
002664,信质电机,2043,汽车配件,5129,汽车配件Ⅱ
002665,首航节能,2039,电气设备,5118,输变电配件
002666,德联集团,2016,化工,5055,其他化工制品
002667,鞍重股份,2038,专用设备,5113,矿采冶金设备
002668,奥马电器,2040,家电,5122,白色家电
002669,康达新材,2016,化工,5051,精细化工
002670,国盛金控,2070,证券期货,5188,证券
002671,龙泉股份,2032,建材,5092,其他建材
002672,东江环保,2082,环境保护,5216,环境保护Ⅱ
002673,西部证券,2070,证券期货,5188,证券
002674,兴业科技,2012,服装,5041,服装辅料
002675,东诚药业,2023,生物制品,5079,生物制品Ⅱ
002676,顺威股份,2081,塑胶制品,5211,塑料
002677,浙江美大,2040,家电,5123,小家电
002678,珠江钢琴,2079,轻工产品,5217,家用轻工
002679,福建金森,2001,农林,5003,林业
002680,长生生物,2023,生物制品,5077,疫苗
002681,奋达科技,2040,家电,5123,小家电
002682,龙洲股份,2056,公共交通,5184,公共交通Ⅱ
002683,宏大爆破,2016,化工,5052,民爆
002684,猛狮科技,2079,轻工产品,5176,普通电池
002685,华东重机,2038,专用设备,5110,重型设备
002686,亿利达,2038,专用设备,5106,制冷设备
002687,乔治白,2012,服装,5040,服装Ⅱ
002688,金河生物,2021,医药制造,5071,化学原料药
002689,远大智能,2038,专用设备,5114,其他专用设备
002690,美亚光电,2041,仪器仪表,5120,仪器仪表Ⅱ
002691,冀凯股份,2038,专用设备,5113,矿采冶金设备
002692,睿康股份,2039,电气设备,5116,输变电设备
002693,双成药业,2021,医药制造,5072,化学药剂
002694,顾地科技,2081,塑胶制品,5211,塑料
002695,煌上煌,2009,食品饮料,5213,食品
002696,百洋股份,2009,食品饮料,5213,食品
002697,红旗连锁,2066,零售业,5163,超市连锁
002698,博实股份,2038,专用设备,5114,其他专用设备
002699,美盛文化,2073,文化传媒,5204,文化传媒Ⅱ
002700,新疆浩源,2053,公用事业,5137,供气
002701,奥瑞金,2033,金属制品,5093,金属制品Ⅱ
002702,海欣食品,2009,食品饮料,5213,食品
002703,浙江世宝,2043,汽车配件,5129,汽车配件Ⅱ
002705,新宝股份,2040,家电,5123,小家电
002706,良信电器,2039,电气设备,5116,输变电设备
002707,众信旅游,2068,旅游,5169,旅游服务
002708,光洋股份,2043,汽车配件,5129,汽车配件Ⅱ
002709,天赐材料,2016,化工,5051,精细化工
002711,欧浦智网,2062,仓储物流,5185,仓储物流Ⅱ
002712,思美传媒,2073,文化传媒,5172,广告
002713,东易日盛,2054,工程建筑,5194,建筑装饰
002714,牧原股份,2002,牧渔,5004,养殖畜牧
002715,登云股份,2043,汽车配件,5128,汽车发动机
002716,金贵银业,2007,有色金属,5021,金属采掘
002717,岭南园林,2080,园林工程,5203,园林工程Ⅱ
002718,友邦吊顶,2054,工程建筑,5194,建筑装饰
002719,麦趣尔,2009,食品饮料,5213,食品
002721,金一文化,2079,轻工产品,5217,家用轻工
002722,金轮股份,2078,综合行业,5199,综合行业Ⅱ
002723,金莱特,2040,家电,5123,小家电
002724,海洋王,2047,电子元器件,5146,其他电子元器件
002725,跃岭股份,2043,汽车配件,5129,汽车配件Ⅱ
002726,龙大肉食,2009,食品饮料,5213,食品
002727,一心堂,2024,医药流通,5080,医药流通Ⅱ
002728,特一药业,2022,中药,5074,中成药
002729,好利来,2047,电子元器件,5141,基础元器件
002730,电光科技,2039,电气设备,5116,输变电设备
002731,萃华珠宝,2079,轻工产品,5217,家用轻工
002732,燕塘乳业,2009,食品饮料,5213,食品
002733,雄韬股份,2079,轻工产品,5176,普通电池
002734,利民股份,2018,农药,5067,农药Ⅱ
002735,王子新材,2015,包装印刷,5047,包装
002736,国信证券,2070,证券期货,5188,证券
002737,葵花药业,2022,中药,5074,中成药
002738,中矿资源,2054,工程建筑,5193,专业工程
002739,万达电影,2073,文化传媒,5173,广播电影电视
002740,爱迪尔,2079,轻工产品,5217,家用轻工
002741,光华科技,2016,化工,5055,其他化工制品
002742,三圣股份,2032,建材,5091,混凝土
002743,富煌钢构,2054,工程建筑,5195,钢结构
002745,木林森,2047,电子元器件,5140,显示器件
002746,仙坛股份,2002,牧渔,5004,养殖畜牧
002747,埃斯顿,2041,仪器仪表,5119,工业控制自动化
002748,世龙实业,2016,化工,5048,氯碱
002749,国光股份,2018,农药,5067,农药Ⅱ
002750,龙津药业,2022,中药,5074,中成药
002751,易尚展示,2078,综合行业,5199,综合行业Ⅱ
002752,昇兴股份,2033,金属制品,5093,金属制品Ⅱ
002753,永东股份,2016,化工,5054,炭黑
002755,东方新星,2054,工程建筑,5193,专业工程
002756,永兴特钢,2006,钢铁,5017,特钢
002757,南兴装备,2038,专用设备,5114,其他专用设备
002758,华通医药,2024,医药流通,5080,医药流通Ⅱ
002759,天际股份,2040,家电,5123,小家电
002760,凤形股份,2033,金属制品,5093,金属制品Ⅱ
002761,多喜爱,2011,纺织,5038,家纺
002762,金发拉比,2012,服装,5040,服装Ⅱ
002763,汇洁股份,2012,服装,5040,服装Ⅱ
002765,蓝黛传动,2037,机械配件,5095,齿轮、制动制造
002766,索菱股份,2043,汽车配件,5129,汽车配件Ⅱ
002767,先锋电子,2041,仪器仪表,5120,仪器仪表Ⅱ
002768,国恩股份,2081,塑胶制品,5211,塑料
002769,普路通,2062,仓储物流,5185,仓储物流Ⅱ
002770,科迪乳业,2009,食品饮料,5213,食品
002771,真视通,2063,软件及系统,5155,行业应用系统
002772,众兴菌业,2001,农林,5002,农产品
002773,康弘药业,2021,医药制造,5072,化学药剂
002774,快意电梯,2038,专用设备,5105,电梯
002775,文科园林,2080,园林工程,5203,园林工程Ⅱ
002776,柏堡龙,2012,服装,5040,服装Ⅱ
002777,久远银海,2063,软件及系统,5155,行业应用系统
002778,高科石化,2005,石油石化,5011,石油加工
002779,中坚科技,2038,专用设备,5114,其他专用设备
002780,三夫户外,2066,零售业,5165,其他商业
002781,奇信股份,2054,工程建筑,5194,建筑装饰
002782,可立克,2047,电子元器件,5141,基础元器件
002783,凯龙股份,2016,化工,5052,民爆
002785,万里石,2032,建材,5092,其他建材
002786,银宝山新,2038,专用设备,5114,其他专用设备
002787,华源控股,2033,金属制品,5093,金属制品Ⅱ
002788,鹭燕医药,2024,医药流通,5080,医药流通Ⅱ
002789,建艺集团,2054,工程建筑,5194,建筑装饰
002790,瑞尔特,2032,建材,5088,卫浴
002791,坚朗五金,2033,金属制品,5093,金属制品Ⅱ
002792,通宇通讯,2048,通信设备,5151,通信配件
002793,东音股份,2037,机械配件,5096,泵、电机制造
002795,永和智控,2037,机械配件,5094,轴承阀门制造
002796,世嘉科技,2033,金属制品,5093,金属制品Ⅱ
002797,第一创业,2070,证券期货,5188,证券
002798,帝王洁具,2032,建材,5088,卫浴
002799,环球印务,2015,包装印刷,5047,包装
002800,天顺股份,2062,仓储物流,5185,仓储物流Ⅱ
002801,微光股份,2038,专用设备,5114,其他专用设备
002802,洪汇新材,2016,化工,5051,精细化工
002803,吉宏股份,2015,包装印刷,5047,包装
002805,丰元股份,2016,化工,5051,精细化工
002806,华锋股份,2047,电子元器件,5145,电子元器件材料
002807,江阴银行,2069,银行,5186,银行Ⅱ
002808,苏州恒久,2050,电子设备,5154,电子设备Ⅱ
002809,红墙股份,2032,建材,5091,混凝土
002810,山东赫达,2016,化工,5051,精细化工
002811,亚泰国际,2054,工程建筑,5194,建筑装饰
002812,创新股份,2015,包装印刷,5047,包装
002813,路畅科技,2043,汽车配件,5129,汽车配件Ⅱ
002815,崇达技术,2047,电子元器件,5142,印制电路板
002816,和科达,2038,专用设备,5114,其他专用设备
002817,黄山胶囊,2021,医药制造,5072,化学药剂
002818,富森美,2066,零售业,5162,百货
002819,东方中科,2041,仪器仪表,5120,仪器仪表Ⅱ
002820,桂发祥,2009,食品饮料,5213,食品
002821,凯莱英,2021,医药制造,5071,化学原料药
002822,中装建设,2054,工程建筑,5194,建筑装饰
002823,凯中精密,2037,机械配件,5096,泵、电机制造
002824,和胜股份,2007,有色金属,5019,金属压延
002825,纳尔股份,2081,塑胶制品,5211,塑料
002826,易明医药,2021,医药制造,5071,化学原料药
002827,高争民爆,2016,化工,5052,民爆
002828,贝肯能源,2005,石油石化,5013,石油技术服务
002829,星网宇达,2048,通信设备,5150,通信交换传输设备
002830,名雕股份,2054,工程建筑,5194,建筑装饰
002831,裕同科技,2015,包装印刷,5047,包装
002832,比音勒芬,2012,服装,5040,服装Ⅱ
002833,弘亚数控,2038,专用设备,5114,其他专用设备
002835,同为股份,2050,电子设备,5154,电子设备Ⅱ
002836,新宏泽,2015,包装印刷,5046,印刷
002837,英维克,2038,专用设备,5106,制冷设备
002838,道恩股份,2081,塑胶制品,5211,塑料
002839,张家港行,2069,银行,5186,银行Ⅱ
002840,华统股份,2009,食品饮料,5213,食品
002841,视源股份,2047,电子元器件,5140,显示器件
002842,翔鹭钨业,2008,有色矿采,5202,稀有金属
002843,泰嘉股份,2033,金属制品,5093,金属制品Ⅱ
002845,同兴达,2047,电子元器件,5140,显示器件
002846,英联股份,2033,金属制品,5093,金属制品Ⅱ
002847,盐津铺子,2009,食品饮料,5213,食品
002848,高斯贝尔,2048,通信设备,5147,通信终端设备
002849,威星智能,2041,仪器仪表,5120,仪器仪表Ⅱ
002850,科达利,2033,金属制品,5093,金属制品Ⅱ
002851,麦格米特,2039,电气设备,5115,电气自控设备
002852,道道全,2009,食品饮料,5213,食品
002853,皮阿诺,2013,木材家具,5042,木材家具Ⅱ
002855,捷荣技术,2047,电子元器件,5141,基础元器件
002856,美芝股份,2054,工程建筑,5194,建筑装饰
002857,三晖电气,2041,仪器仪表,5120,仪器仪表Ⅱ
002858,力盛赛车,2073,文化传媒,5204,文化传媒Ⅱ
002859,洁美科技,2047,电子元器件,5146,其他电子元器件
002860,星帅尔,2047,电子元器件,5141,基础元器件
002861,瀛通通讯,2050,电子设备,5154,电子设备Ⅱ
002862,实丰文化,2079,轻工产品,5175,玩具
002863,今飞凯达,2043,汽车配件,5129,汽车配件Ⅱ
002864,盘龙药业,2022,中药,5074,中成药
002865,钧达股份,2043,汽车配件,5129,汽车配件Ⅱ
002866,传艺科技,2050,电子设备,5154,电子设备Ⅱ
002867,周大生,2079,轻工产品,5217,家用轻工
002868,绿康生化,2021,医药制造,5071,化学原料药
002869,金溢科技,2050,电子设备,5154,电子设备Ⅱ
002870,香山股份,2041,仪器仪表,5120,仪器仪表Ⅱ
002871,伟隆股份,2037,机械配件,5094,轴承阀门制造
002872,天圣制药,2024,医药流通,5080,医药流通Ⅱ
002873,新天药业,2022,中药,5074,中成药
002875,安奈儿,2012,服装,5040,服装Ⅱ
002876,三利谱,2047,电子元器件,5140,显示器件
002877,智能自控,2041,仪器仪表,5119,工业控制自动化
002878,元隆雅图,2078,综合行业,5199,综合行业Ⅱ
002879,长缆科技,2039,电气设备,5116,输变电设备
002880,卫光生物,2023,生物制品,5076,血液制品
002881,美格智能,2050,电子设备,5154,电子设备Ⅱ
002882,金龙羽,2039,电气设备,5116,输变电设备
002883,中设股份,2054,工程建筑,5192,一般工程
002884,凌霄泵业,2037,机械配件,5096,泵、电机制造
002885,京泉华,2047,电子元器件,5146,其他电子元器件
002886,沃特股份,2081,塑胶制品,5211,塑料
002887,绿茵生态,2082,环境保护,5216,环境保护Ⅱ
002888,惠威科技,2047,电子元器件,5146,其他电子元器件
002889,东方嘉盛,2062,仓储物流,5185,仓储物流Ⅱ
002890,弘宇股份,2038,专用设备,5114,其他专用设备
002891,中宠股份,2003,饲料加工,5008,饲料加工Ⅱ
002892,科力尔,2038,专用设备,5114,其他专用设备
002893,华通热力,2053,公用事业,5138,供暖
002895,川恒股份,2016,化工,5055,其他化工制品
002896,中大力德,2037,机械配件,5097,其他基础件
002897,意华股份,2047,电子元器件,5141,基础元器件
002898,赛隆药业,2021,医药制造,5071,化学原料药
002899,英派斯,2079,轻工产品,5174,轻工产品Ⅱ
002900,哈三联,2021,医药制造,5072,化学药剂
002901,大博医疗,2025,医疗服务,5081,医疗器械
002902,铭普光磁,2048,通信设备,5151,通信配件
002903,宇环数控,2035,机床设备,5099,机床
002905,金逸影视,2073,文化传媒,5173,广播电影电视
002906,华阳集团,2050,电子设备,5154,电子设备Ⅱ
002907,华森制药,2021,医药制造,5072,化学药剂
002908,德生科技,2063,软件及系统,5155,行业应用系统
002909,集泰股份,2016,化工,5049,涂料油漆
002910,庄园牧场,2009,食品饮料,5213,食品
002911,佛燃股份,2053,公用事业,5137,供气
300001,特锐德,2039,电气设备,5116,输变电设备
300002,神州泰岳,2063,软件及系统,5155,行业应用系统
300003,乐普医疗,2025,医疗服务,5081,医疗器械
300004,南风股份,2039,电气设备,5118,输变电配件
300005,探路者,2012,服装,5040,服装Ⅱ
300006,莱美药业,2021,医药制造,5072,化学药剂
300007,汉威科技,2041,仪器仪表,5120,仪器仪表Ⅱ
300008,天海防务,2044,船舶制造,5131,船舶制造Ⅱ
300009,安科生物,2023,生物制品,5075,基因工程药物
300010,立思辰,2063,软件及系统,5155,行业应用系统
300011,鼎汉技术,2050,电子设备,5154,电子设备Ⅱ
300012,华测检测,2078,综合行业,5199,综合行业Ⅱ
300013,新宁物流,2062,仓储物流,5185,仓储物流Ⅱ
300014,亿纬锂能,2077,复合材料,5082,复合材料Ⅱ
