代码,名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称
300349,金卡智能,2041,仪器仪表,5120,仪器仪表Ⅱ
300350,华鹏飞,2062,仓储物流,5185,仓储物流Ⅱ
300351,永贵电器,2047,电子元器件,5144,智能控制器
300352,北信源,2063,软件及系统,5157,网络安全服务
300353,东土科技,2048,通信设备,5148,通信方案提供商
300354,东华测试,2041,仪器仪表,5120,仪器仪表Ⅱ
300355,蒙草生态,2082,环境保护,5216,环境保护Ⅱ
300356,光一科技,2039,电气设备,5115,电气自控设备
300357,我武生物,2023,生物制品,5078,诊断试剂
300358,楚天科技,2038,专用设备,5114,其他专用设备
300359,全通教育,2073,文化传媒,5204,文化传媒Ⅱ
300360,炬华科技,2041,仪器仪表,5120,仪器仪表Ⅱ
300362,天翔环境,2082,环境保护,5216,环境保护Ⅱ
300363,博腾股份,2021,医药制造,5072,化学药剂
300364,中文在线,2076,互联网,5158,互联网Ⅱ
300365,恒华科技,2063,软件及系统,5155,行业应用系统
300366,创意信息,2076,互联网,5158,互联网Ⅱ
300367,东方网力,2049,IT设备,5153,IT设备Ⅱ
300368,汇金股份,2038,专用设备,5114,其他专用设备
300369,绿盟科技,2063,软件及系统,5157,网络安全服务
300370,安控科技,2041,仪器仪表,5119,工业控制自动化
300371,汇中股份,2041,仪器仪表,5120,仪器仪表Ⅱ
300373,扬杰科技,2047,电子元器件,5141,基础元器件
300374,恒通科技,2032,建材,5092,其他建材
300375,鹏翎股份,2043,汽车配件,5129,汽车配件Ⅱ
300376,易事特,2039,电气设备,5118,输变电配件
300377,赢时胜,2063,软件及系统,5155,行业应用系统
300378,鼎捷软件,2063,软件及系统,5155,行业应用系统
300379,东方通,2063,软件及系统,5155,行业应用系统
300380,安硕信息,2063,软件及系统,5155,行业应用系统
300381,溢多利,2023,生物制品,5079,生物制品Ⅱ
300382,斯莱克,2038,专用设备,5114,其他专用设备
300383,光环新网,2051,通信服务,5152,通信服务Ⅱ
300384,三联虹普,2054,工程建筑,5193,专业工程
300385,雪浪环境,2082,环境保护,5216,环境保护Ⅱ
300386,飞天诚信,2063,软件及系统,5157,网络安全服务
300387,富邦股份,2016,化工,5055,其他化工制品
300388,国祯环保,2053,公用事业,5139,水务
300389,艾比森,2047,电子元器件,5140,显示器件
300390,天华超净,2050,电子设备,5154,电子设备Ⅱ
300391,康跃科技,2043,汽车配件,5129,汽车配件Ⅱ
300392,腾信股份,2076,互联网,5158,互联网Ⅱ
300393,中来股份,2077,复合材料,5083,光伏电池
300394,天孚通信,2048,通信设备,5151,通信配件
300395,菲利华,2032,建材,5090,玻璃
300396,迪瑞医疗,2025,医疗服务,5081,医疗器械
300397,天和防务,2045,航天国防,5130,航天国防Ⅱ
300398,飞凯材料,2077,复合材料,5082,复合材料Ⅱ
300399,京天利,2051,通信服务,5152,通信服务Ⅱ
300400,劲拓股份,2038,专用设备,5114,其他专用设备
300401,花园生物,2009,食品饮料,5213,食品
300402,宝色股份,2038,专用设备,5110,重型设备
300403,地尔汉宇,2040,家电,5123,小家电
300404,博济医药,2025,医疗服务,5205,医疗服务Ⅱ
300405,科隆股份,2016,化工,5051,精细化工
300406,九强生物,2023,生物制品,5078,诊断试剂
300407,凯发电气,2039,电气设备,5115,电气自控设备
300408,三环集团,2047,电子元器件,5141,基础元器件
300409,道氏技术,2032,建材,5089,陶瓷
300410,正业科技,2041,仪器仪表,5120,仪器仪表Ⅱ
300411,金盾股份,2038,专用设备,5114,其他专用设备
300412,迦南科技,2038,专用设备,5114,其他专用设备
300413,快乐购,2066,零售业,5162,百货
300414,中光防雷,2051,通信服务,5152,通信服务Ⅱ
300415,伊之密,2035,机床设备,5100,设备
300416,苏试试验,2078,综合行业,5199,综合行业Ⅱ
300417,南华仪器,2041,仪器仪表,5120,仪器仪表Ⅱ
300418,昆仑万维,2076,互联网,5158,互联网Ⅱ
300419,浩丰科技,2051,通信服务,5152,通信服务Ⅱ
300420,五洋科技,2038,专用设备,5114,其他专用设备
300421,力星股份,2037,机械配件,5094,轴承阀门制造
300422,博世科,2082,环境保护,5216,环境保护Ⅱ
300423,鲁亿通,2039,电气设备,5115,电气自控设备
300424,航新科技,2045,航天国防,5130,航天国防Ⅱ
300425,环能科技,2082,环境保护,5216,环境保护Ⅱ
300426,唐德影视,2073,文化传媒,5173,广播电影电视
300427,红相电力,2039,电气设备,5116,输变电设备
300428,四通新材,2007,有色金属,5019,金属压延
300429,强力新材,2016,化工,5055,其他化工制品
300430,诚益通,2025,医疗服务,5205,医疗服务Ⅱ
300431,暴风集团,2076,互联网,5158,互联网Ⅱ
300432,富临精工,2043,汽车配件,5128,汽车发动机
300433,蓝思科技,2047,电子元器件,5140,显示器件
300434,金石东方,2038,专用设备,5114,其他专用设备
300435,中泰股份,2038,专用设备,5106,制冷设备
300436,广生堂,2021,医药制造,5072,化学药剂
300437,清水源,2016,化工,5055,其他化工制品
300438,鹏辉能源,2077,复合材料,5082,复合材料Ⅱ
300439,美康生物,2023,生物制品,5078,诊断试剂
300440,运达科技,2050,电子设备,5154,电子设备Ⅱ
300441,鲍斯股份,2038,专用设备,5114,其他专用设备
300442,普丽盛,2015,包装印刷,5047,包装
300443,金雷风电,2038,专用设备,5114,其他专用设备
300444,双杰电气,2039,电气设备,5116,输变电设备
300445,康斯特,2041,仪器仪表,5120,仪器仪表Ⅱ
300446,乐凯新材,2047,电子元器件,5143,集成电路
300447,全信股份,2045,航天国防,5130,航天国防Ⅱ
300448,浩云科技,2063,软件及系统,5155,行业应用系统
300449,汉邦高科,2050,电子设备,5154,电子设备Ⅱ
300450,先导智能,2038,专用设备,5114,其他专用设备
300451,创业软件,2063,软件及系统,5155,行业应用系统
300452,山河药辅,2021,医药制造,5072,化学药剂
300453,三鑫医疗,2025,医疗服务,5081,医疗器械
300455,康拓红外,2050,电子设备,5154,电子设备Ⅱ
300456,耐威科技,2048,通信设备,5150,通信交换传输设备
300457,赢合科技,2038,专用设备,5114,其他专用设备
300458,全志科技,2047,电子元器件,5143,集成电路
300459,金科文化,2076,互联网,5158,互联网Ⅱ
300460,惠伦晶体,2047,电子元器件,5146,其他电子元器件
300461,田中精机,2038,专用设备,5114,其他专用设备
300462,华铭智能,2050,电子设备,5154,电子设备Ⅱ
300463,迈克生物,2023,生物制品,5078,诊断试剂
300464,星徽精密,2033,金属制品,5093,金属制品Ⅱ
300465,高伟达,2063,软件及系统,5155,行业应用系统
300466,赛摩电气,2041,仪器仪表,5120,仪器仪表Ⅱ
300467,迅游科技,2063,软件及系统,5155,行业应用系统
300468,四方精创,2063,软件及系统,5155,行业应用系统
300469,信息发展,2063,软件及系统,5155,行业应用系统
300470,日机密封,2038,专用设备,5114,其他专用设备
300471,厚普股份,2038,专用设备,5114,其他专用设备
300472,新元科技,2038,专用设备,5114,其他专用设备
300473,德尔股份,2037,机械配件,5096,泵、电机制造
300474,景嘉微,2045,航天国防,5130,航天国防Ⅱ
300475,聚隆科技,2040,家电,5122,白色家电
300476,胜宏科技,2047,电子元器件,5142,印制电路板
300477,合纵科技,2039,电气设备,5115,电气自控设备
300478,杭州高新,2016,化工,5055,其他化工制品
300479,神思电子,2050,电子设备,5154,电子设备Ⅱ
300480,光力科技,2041,仪器仪表,5119,工业控制自动化
300481,濮阳惠成,2016,化工,5051,精细化工
300482,万孚生物,2023,生物制品,5078,诊断试剂
300483,沃施股份,2038,专用设备,5114,其他专用设备
300484,蓝海华腾,2039,电气设备,5115,电气自控设备
300485,赛升药业,2023,生物制品,5079,生物制品Ⅱ
300486,东杰智能,2038,专用设备,5114,其他专用设备
300487,蓝晓科技,2077,复合材料,5082,复合材料Ⅱ
300488,恒锋工具,2033,金属制品,5093,金属制品Ⅱ
300489,中飞股份,2007,有色金属,5019,金属压延
300490,华自科技,2039,电气设备,5115,电气自控设备
300491,通合科技,2039,电气设备,5116,输变电设备
300492,山鼎设计,2054,工程建筑,5192,一般工程
300493,润欣科技,2048,通信设备,5147,通信终端设备
300494,盛天网络,2076,互联网,5158,互联网Ⅱ
300495,美尚生态,2082,环境保护,5216,环境保护Ⅱ
300496,中科创达,2063,软件及系统,5155,行业应用系统
300497,富祥股份,2021,医药制造,5071,化学原料药
300498,温氏股份,2002,牧渔,5004,养殖畜牧
300499,高澜股份,2039,电气设备,5118,输变电配件
300500,启迪设计,2054,工程建筑,5192,一般工程
300501,海顺新材,2015,包装印刷,5047,包装
300502,新易盛,2048,通信设备,5151,通信配件
300503,昊志机电,2035,机床设备,5100,设备
300505,川金诺,2016,化工,5053,无机盐
300506,名家汇,2054,工程建筑,5194,建筑装饰
300507,苏奥传感,2043,汽车配件,5129,汽车配件Ⅱ
300508,维宏股份,2035,机床设备,5100,设备
300509,新美星,2036,轻工机械,5102,印刷包装机械
300510,金冠电气,2039,电气设备,5118,输变电配件
300511,雪榕生物,2001,农林,5002,农产品
300512,中亚股份,2036,轻工机械,5102,印刷包装机械
300513,恒泰实达,2063,软件及系统,5155,行业应用系统
300514,友讯达,2039,电气设备,5115,电气自控设备
300515,三德科技,2041,仪器仪表,5120,仪器仪表Ⅱ
300516,久之洋,2041,仪器仪表,5120,仪器仪表Ⅱ
300517,海波重科,2054,工程建筑,5195,钢结构
300518,盛讯达,2076,互联网,5158,互联网Ⅱ
300519,新光药业,2022,中药,5074,中成药
300520,科大国创,2063,软件及系统,5155,行业应用系统
300521,爱司凯,2038,专用设备,5114,其他专用设备
300522,世名科技,2016,化工,5055,其他化工制品
300523,辰安科技,2063,软件及系统,5155,行业应用系统
300525,博思软件,2063,软件及系统,5155,行业应用系统
300526,中潜股份,2038,专用设备,5114,其他专用设备
300527,华舟应急,2038,专用设备,5114,其他专用设备
300528,幸福蓝海,2073,文化传媒,5173,广播电影电视
300529,健帆生物,2025,医疗服务,5081,医疗器械
300530,达志科技,2016,化工,5051,精细化工
300531,优博讯,2050,电子设备,5154,电子设备Ⅱ
300532,今天国际,2062,仓储物流,5185,仓储物流Ⅱ
300533,冰川网络,2076,互联网,5158,互联网Ⅱ
300534,陇神戎发,2022,中药,5074,中成药
300535,达威股份,2016,化工,5051,精细化工
300536,农尚环境,2080,园林工程,5203,园林工程Ⅱ
300537,广信材料,2016,化工,5051,精细化工
300538,同益股份,2064,贸易,5159,贸易Ⅱ
300539,横河模具,2081,塑胶制品,5211,塑料
300540,深冷股份,2038,专用设备,5114,其他专用设备
300541,先进数通,2063,软件及系统,5155,行业应用系统
300542,新晨科技,2063,软件及系统,5155,行业应用系统
300543,朗科智能,2047,电子元器件,5144,智能控制器
300545,联得装备,2038,专用设备,5114,其他专用设备
300546,雄帝科技,2050,电子设备,5154,电子设备Ⅱ
300547,川环科技,2081,塑胶制品,5212,橡胶
300548,博创科技,2048,通信设备,5151,通信配件
300549,优德精密,2038,专用设备,5114,其他专用设备
300550,和仁科技,2063,软件及系统,5155,行业应用系统
300551,古鳌科技,2038,专用设备,5114,其他专用设备
300552,万集科技,2063,软件及系统,5155,行业应用系统
300553,集智股份,2041,仪器仪表,5119,工业控制自动化
300554,三超新材,2077,复合材料,5082,复合材料Ⅱ
300555,路通视信,2048,通信设备,5150,通信交换传输设备
300556,丝路视觉,2063,软件及系统,5155,行业应用系统
300557,理工光科,2041,仪器仪表,5120,仪器仪表Ⅱ
300558,贝达药业,2021,医药制造,5072,化学药剂
300559,佳发安泰,2063,软件及系统,5155,行业应用系统
300560,中富通,2051,通信服务,5152,通信服务Ⅱ
300561,汇金科技,2063,软件及系统,5155,行业应用系统
300562,乐心医疗,2025,医疗服务,5081,医疗器械
300563,神宇股份,2048,通信设备,5149,光纤光缆
300565,科信技术,2048,通信设备,5148,通信方案提供商
300566,激智科技,2047,电子元器件,5140,显示器件
300567,精测电子,2041,仪器仪表,5120,仪器仪表Ⅱ
300568,星源材质,2081,塑胶制品,5211,塑料
300569,天能重工,2039,电气设备,5118,输变电配件
300570,太辰光,2048,通信设备,5149,光纤光缆
300571,平治信息,2051,通信服务,5152,通信服务Ⅱ
300572,安车检测,2041,仪器仪表,5120,仪器仪表Ⅱ
300573,兴齐眼药,2021,医药制造,5072,化学药剂
300575,中旗股份,2018,农药,5067,农药Ⅱ
300576,容大感光,2016,化工,5055,其他化工制品
300577,开润股份,2079,轻工产品,5217,家用轻工
300578,会畅通讯,2051,通信服务,5152,通信服务Ⅱ
300579,数字认证,2063,软件及系统,5157,网络安全服务
300580,贝斯特,2043,汽车配件,5129,汽车配件Ⅱ
300581,晨曦航空,2045,航天国防,5130,航天国防Ⅱ
300582,英飞特,2050,电子设备,5154,电子设备Ⅱ
300583,赛托生物,2021,医药制造,5071,化学原料药
300584,海辰药业,2021,医药制造,5072,化学药剂
300585,奥联电子,2043,汽车配件,5129,汽车配件Ⅱ
300586,美联新材,2081,塑胶制品,5211,塑料
300587,天铁股份,2081,塑胶制品,5212,橡胶
300588,熙菱信息,2063,软件及系统,5157,网络安全服务
300589,江龙船艇,2044,船舶制造,5131,船舶制造Ⅱ
300590,移为通信,2048,通信设备,5147,通信终端设备
300591,万里马,2079,轻工产品,5217,家用轻工
300592,华凯创意,2054,工程建筑,5194,建筑装饰
300593,新雷能,2039,电气设备,5116,输变电设备
300595,欧普康视,2025,医疗服务,5081,医疗器械
300596,利安隆,2016,化工,5055,其他化工制品
300597,吉大通信,2048,通信设备,5148,通信方案提供商
300598,诚迈科技,2063,软件及系统,5155,行业应用系统
300599,雄塑科技,2032,建材,5092,其他建材
300600,瑞特股份,2038,专用设备,5114,其他专用设备
300601,康泰生物,2023,生物制品,5077,疫苗
300602,飞荣达,2047,电子元器件,5145,电子元器件材料
300603,立昂技术,2063,软件及系统,5157,网络安全服务
300604,长川科技,2038,专用设备,5114,其他专用设备
300605,恒锋信息,2063,软件及系统,5155,行业应用系统
300606,金太阳,2038,专用设备,5114,其他专用设备
300607,拓斯达,2038,专用设备,5114,其他专用设备
300608,思特奇,2063,软件及系统,5155,行业应用系统
300609,汇纳科技,2063,软件及系统,5155,行业应用系统
300610,晨化股份,2016,化工,5051,精细化工
300611,美力科技,2043,汽车配件,5129,汽车配件Ⅱ
300612,宣亚国际,2073,文化传媒,5172,广告
300613,富瀚微,2063,软件及系统,5155,行业应用系统
300615,欣天科技,2048,通信设备,5150,通信交换传输设备
300616,尚品宅配,2013,木材家具,5042,木材家具Ⅱ
300617,安靠智电,2039,电气设备,5116,输变电设备
300618,寒锐钴业,2007,有色金属,5019,金属压延
300619,金银河,2038,专用设备,5114,其他专用设备
300620,光库科技,2048,通信设备,5150,通信交换传输设备
300621,维业股份,2054,工程建筑,5194,建筑装饰
300622,博士眼镜,2066,零售业,5165,其他商业
300623,捷捷微电,2047,电子元器件,5141,基础元器件
300625,三雄极光,2047,电子元器件,5140,显示器件
300626,华瑞股份,2038,专用设备,5114,其他专用设备
300627,华测导航,2063,软件及系统,5155,行业应用系统
300628,亿联网络,2048,通信设备,5147,通信终端设备
300629,新劲刚,2033,金属制品,5093,金属制品Ⅱ
300630,普利制药,2021,医药制造,5072,化学药剂
300631,久吾高科,2077,复合材料,5082,复合材料Ⅱ
300632,光莆股份,2047,电子元器件,5140,显示器件
300633,开立医疗,2025,医疗服务,5081,医疗器械
300635,达安股份,2054,工程建筑,5192,一般工程
300636,同和药业,2021,医药制造,5071,化学原料药
300637,扬帆新材,2016,化工,5051,精细化工
300638,广和通,2051,通信服务,5152,通信服务Ⅱ
300639,凯普生物,2023,生物制品,5078,诊断试剂
300640,德艺文创,2079,轻工产品,5217,家用轻工
300641,正丹股份,2016,化工,5051,精细化工
300642,透景生命,2023,生物制品,5078,诊断试剂
300643,万通智控,2043,汽车配件,5129,汽车配件Ⅱ
300645,正元智慧,2063,软件及系统,5155,行业应用系统
300646,侨源气体,2016,化工,5055,其他化工制品
300647,超频三,2050,电子设备,5154,电子设备Ⅱ
300648,星云股份,2041,仪器仪表,5120,仪器仪表Ⅱ
300649,杭州园林,2080,园林工程,5203,园林工程Ⅱ
300650,太龙照明,2047,电子元器件,5140,显示器件
300651,金陵体育,2079,轻工产品,5174,轻工产品Ⅱ
300652,雷迪克,2043,汽车配件,5129,汽车配件Ⅱ
300653,正海生物,2025,医疗服务,5081,医疗器械
300654,世纪天鸿,2073,文化传媒,5170,出版发行
300655,晶瑞股份,2016,化工,5055,其他化工制品
300656,民德电子,2050,电子设备,5154,电子设备Ⅱ
300657,弘信电子,2047,电子元器件,5140,显示器件
300658,延江股份,2011,纺织,5036,棉纺
300659,中孚信息,2063,软件及系统,5157,网络安全服务
300660,江苏雷利,2040,家电,5122,白色家电
300661,圣邦股份,2047,电子元器件,5143,集成电路
300662,科锐国际,2078,综合行业,5199,综合行业Ⅱ
300663,科蓝软件,2063,软件及系统,5155,行业应用系统
300665,飞鹿股份,2016,化工,5049,涂料油漆
300666,江丰电子,2047,电子元器件,5145,电子元器件材料
300667,必创科技,2041,仪器仪表,5119,工业控制自动化
300668,杰恩设计,2054,工程建筑,5192,一般工程
300669,沪宁股份,2038,专用设备,5105,电梯
300670,大烨智能,2039,电气设备,5116,输变电设备
300671,富满电子,2047,电子元器件,5143,集成电路
300672,国科微,2047,电子元器件,5143,集成电路
300673,佩蒂股份,2003,饲料加工,5008,饲料加工Ⅱ
300675,建科院,2054,工程建筑,5192,一般工程
300676,华大基因,2023,生物制品,5075,基因工程药物
300677,英科医疗,2025,医疗服务,5081,医疗器械
300678,中科信息,2063,软件及系统,5155,行业应用系统
300679,电连技术,2047,电子元器件,5141,基础元器件
300680,隆盛科技,2043,汽车配件,5129,汽车配件Ⅱ
300681,英搏尔,2039,电气设备,5115,电气自控设备
300682,朗新科技,2063,软件及系统,5155,行业应用系统
300683,海特生物,2023,生物制品,5075,基因工程药物
300685,艾德生物,2023,生物制品,5078,诊断试剂
300686,智动力,2047,电子元器件,5146,其他电子元器件
300687,赛意信息,2063,软件及系统,5155,行业应用系统
300688,创业黑马,2078,综合行业,5199,综合行业Ⅱ
300689,澄天伟业,2047,电子元器件,5143,集成电路
300690,双一科技,2077,复合材料,5082,复合材料Ⅱ
300691,联合光电,2047,电子元器件,5146,其他电子元器件
300692,中环环保,2082,环境保护,5216,环境保护Ⅱ
300693,盛弘股份,2039,电气设备,5116,输变电设备
300695,兆丰股份,2043,汽车配件,5129,汽车配件Ⅱ
300696,爱乐达,2038,专用设备,5114,其他专用设备
300697,电工合金,2007,有色金属,5019,金属压延
300698,万马科技,2048,通信设备,5150,通信交换传输设备
300699,光威复材,2077,复合材料,5082,复合材料Ⅱ
300700,岱勒新材,2077,复合材料,5082,复合材料Ⅱ
300701,森霸股份,2047,电子元器件,5141,基础元器件
300702,天宇股份,2021,医药制造,5071,化学原料药
300703,创源文化,2079,轻工产品,5174,轻工产品Ⅱ
300705,九典制药,2021,医药制造,5072,化学药剂
300706,阿石创,2047,电子元器件,5140,显示器件
300707,威唐工业,2038,专用设备,5114,其他专用设备
300708,聚灿光电,2047,电子元器件,5140,显示器件
300709,精研科技,2050,电子设备,5154,电子设备Ⅱ
300710,万隆光电,2048,通信设备,5150,通信交换传输设备
300711,广哈通信,2048,通信设备,5147,通信终端设备
300712,永福股份,2054,工程建筑,5193,专业工程
300713,英可瑞,2039,电气设备,5116,输变电设备
300715,凯伦股份,2032,建材,5092,其他建材
300716,国立科技,2081,塑胶制品,5211,塑料
300717,华信新材,2081,塑胶制品,5211,塑料
300718,长盛轴承,2037,机械配件,5094,轴承阀门制造
300719,安达维尔,2045,航天国防,5130,航天国防Ⅱ
300720,海川智能,2041,仪器仪表,5120,仪器仪表Ⅱ
300721,怡达股份,2016,化工,5051,精细化工
300722,新余国科,2045,航天国防,5130,航天国防Ⅱ
300723,一品红,2021,医药制造,5072,化学药剂
300725,药石科技,2021,医药制造,5071,化学原料药
300726,宏达电子,2050,电子设备,5154,电子设备Ⅱ
600000,浦发银行,2069,银行,5186,银行Ⅱ
600004,白云机场,2061,机场,5183,机场Ⅱ
600006,东风汽车,2042,汽车制造,5124,商用载货车
600007,中国国贸,2072,房地产,5191,房地产Ⅱ
600008,首创股份,2053,公用事业,5139,水务
600009,上海机场,2061,机场,5183,机场Ⅱ
600010,包钢股份,2006,钢铁,5015,普钢
600011,华能国际,2052,电力,5135,火电
600012,皖通高速,2059,高速公路,5181,高速公路Ⅱ
600015,华夏银行,2069,银行,5186,银行Ⅱ
600016,民生银行,2069,银行,5186,银行Ⅱ
600017,日照港,2060,港口,5182,港口Ⅱ
600018,上港集团,2060,港口,5182,港口Ⅱ
600019,宝钢股份,2006,钢铁,5015,普钢
600020,中原高速,2059,高速公路,5181,高速公路Ⅱ
600021,上海电力,2052,电力,5135,火电
600022,山东钢铁,2006,钢铁,5015,普钢
600023,浙能电力,2052,电力,5135,火电
600026,中远海能,2057,水上运输,5179,远洋运输
600027,华电国际,2052,电力,5135,火电
600028,中国石化,2005,石油石化,5011,石油加工
600029,南方航空,2058,航空运输,5180,航空运输Ⅱ
600030,中信证券,2070,证券期货,5188,证券
600031,三一重工,2034,工程机械,5098,工程机械Ⅱ
600033,福建高速,2059,高速公路,5181,高速公路Ⅱ
600035,楚天高速,2059,高速公路,5181,高速公路Ⅱ
600036,招商银行,2069,银行,5186,银行Ⅱ
600037,歌华有线,2073,文化传媒,5171,有线电视网络
600038,中直股份,2045,航天国防,5130,航天国防Ⅱ
600039,四川路桥,2054,工程建筑,5192,一般工程
600048,保利地产,2072,房地产,5191,房地产Ⅱ
600050,中国联通,2051,通信服务,5152,通信服务Ⅱ
600051,宁波联合,2078,综合行业,5199,综合行业Ⅱ
600052,浙江广厦,2072,房地产,5191,房地产Ⅱ
600053,九鼎投资,2075,多元金融,5190,多元金融Ⅱ
600054,黄山旅游,2068,旅游,5168,旅游Ⅱ
600055,万东医疗,2025,医疗服务,5081,医疗器械
600056,中国医药,2024,医药流通,5080,医药流通Ⅱ
600057,象屿股份,2062,仓储物流,5185,仓储物流Ⅱ
600058,五矿发展,2064,贸易,5159,贸易Ⅱ
600059,古越龙山,2010,酿酒,5033,黄酒
600060,海信电器,2040,家电,5121,黑色家电
600061,国投安信,2070,证券期货,5188,证券
600062,华润双鹤,2021,医药制造,5072,化学药剂
600063,皖维高新,2016,化工,5055,其他化工制品
600064,南京高科,2072,房地产,5191,房地产Ⅱ
600066,宇通客车,2042,汽车制造,5126,商用载客车
600067,冠城大通,2072,房地产,5191,房地产Ⅱ
600068,葛洲坝,2054,工程建筑,5193,专业工程
600069,银鸽投资,2014,造纸,5043,普通纸
600070,浙江富润,2011,纺织,5036,棉纺
600071,凤凰光学,2047,电子元器件,5146,其他电子元器件
600072,中船科技,2044,船舶制造,5131,船舶制造Ⅱ
600073,上海梅林,2009,食品饮料,5213,食品
600074,保千里,2050,电子设备,5154,电子设备Ⅱ
600075,新疆天业,2016,化工,5048,氯碱
600076,康欣新材,2077,复合材料,5082,复合材料Ⅱ
600077,宋都股份,2072,房地产,5191,房地产Ⅱ
600078,澄星股份,2016,化工,5051,精细化工
600079,人福医药,2021,医药制造,5072,化学药剂
600080,金花股份,2023,生物制品,5079,生物制品Ⅱ
600081,东风科技,2043,汽车配件,5129,汽车配件Ⅱ
600082,海泰发展,2072,房地产,5191,房地产Ⅱ
600083,博信股份,2054,工程建筑,5192,一般工程
600084,中葡股份,2010,酿酒,5031,葡萄酒
600085,同仁堂,2022,中药,5074,中成药
600086,东方金钰,2079,轻工产品,5217,家用轻工
600088,中视传媒,2073,文化传媒,5173,广播电影电视
600089,特变电工,2039,电气设备,5116,输变电设备
600090,同济堂,2024,医药流通,5080,医药流通Ⅱ
600091,ST明科,2016,化工,5048,氯碱
600093,易见股份,2075,多元金融,5190,多元金融Ⅱ
600094,大名城,2072,房地产,5191,房地产Ⅱ
600095,哈高科,2072,房地产,5191,房地产Ⅱ
600096,云天化,2017,化肥,5056,氮肥
600097,开创国际,2002,牧渔,5005,海洋捕捞
600098,广州发展,2052,电力,5135,火电
600099,林海股份,2046,摩托自行车,5132,助动车
600100,同方股份,2049,IT设备,5153,IT设备Ⅱ
600101,明星电力,2052,电力,5134,水电
600103,青山纸业,2014,造纸,5043,普通纸
600104,上汽集团,2042,汽车制造,5125,乘用车
600105,永鼎股份,2048,通信设备,5149,光纤光缆
600106,重庆路桥,2059,高速公路,5181,高速公路Ⅱ
600107,美尔雅,2012,服装,5040,服装Ⅱ
600108,亚盛集团,2001,农林,5002,农产品
600109,国金证券,2070,证券期货,5188,证券
600110,诺德股份,2077,复合材料,5082,复合材料Ⅱ
600111,北方稀土,2008,有色矿采,5202,稀有金属
600112,*ST天成,2039,电气设备,5116,输变电设备
600113,浙江东日,2066,零售业,5165,其他商业
600114,东睦股份,2033,金属制品,5093,金属制品Ⅱ
600115,东方航空,2058,航空运输,5180,航空运输Ⅱ
600116,三峡水利,2052,电力,5134,水电
600117,西宁特钢,2006,钢铁,5017,特钢
600118,中国卫星,2045,航天国防,5130,航天国防Ⅱ
600119,长江投资,2062,仓储物流,5185,仓储物流Ⅱ
600120,浙江东方,2064,贸易,5159,贸易Ⅱ
600121,*ST郑煤,2004,煤炭,5010,煤炭Ⅱ
600122,宏图高科,2066,零售业,5165,其他商业
600123,兰花科创,2004,煤炭,5010,煤炭Ⅱ
600125,铁龙物流,2055,铁路运输,5177,铁路运输Ⅱ
600126,杭钢股份,2006,钢铁,5015,普钢
600127,金健米业,2009,食品饮料,5213,食品
600128,弘业股份,2064,贸易,5159,贸易Ⅱ
600129,太极集团,2022,中药,5074,中成药
600130,波导股份,2048,通信设备,5147,通信终端设备
600131,岷江水电,2052,电力,5134,水电
600132,重庆啤酒,2010,酿酒,5032,啤酒
600133,东湖高新,2054,工程建筑,5192,一般工程
600135,乐凯胶片,2079,轻工产品,5174,轻工产品Ⅱ
600136,当代明诚,2073,文化传媒,5173,广播电影电视
600137,浪莎股份,2012,服装,5040,服装Ⅱ
600138,中青旅,2068,旅游,5169,旅游服务
600139,西部资源,2007,有色金属,5021,金属采掘
600141,兴发集团,2016,化工,5053,无机盐
600143,金发科技,2081,塑胶制品,5211,塑料
600145,*ST新亿,2032,建材,5089,陶瓷
600146,商赢环球,2012,服装,5040,服装Ⅱ
600148,长春一东,2043,汽车配件,5129,汽车配件Ⅱ
600149,*ST坊展,2078,综合行业,5199,综合行业Ⅱ
600150,中国船舶,2044,船舶制造,5131,船舶制造Ⅱ
600151,航天机电,2077,复合材料,5083,光伏电池
600152,维科精华,2011,纺织,5038,家纺
600153,建发股份,2064,贸易,5159,贸易Ⅱ
600155,宝硕股份,2070,证券期货,5188,证券
600156,华升股份,2011,纺织,5036,棉纺
600157,永泰能源,2004,煤炭,5010,煤炭Ⅱ
600158,中体产业,2072,房地产,5191,房地产Ⅱ
600159,大龙地产,2072,房地产,5191,房地产Ⅱ
600160,巨化股份,2016,化工,5053,无机盐
600161,天坛生物,2023,生物制品,5076,血液制品
600162,香江控股,2072,房地产,5191,房地产Ⅱ
600163,中闽能源,2052,电力,5209,电力Ⅱ
600165,新日恒力,2033,金属制品,5093,金属制品Ⅱ
600166,福田汽车,2042,汽车制造,5124,商用载货车
600167,联美控股,2053,公用事业,5138,供暖
600168,武汉控股,2053,公用事业,5139,水务
600169,太原重工,2034,工程机械,5098,工程机械Ⅱ
600170,上海建工,2054,工程建筑,5192,一般工程
600171,上海贝岭,2047,电子元器件,5143,集成电路
600172,黄河旋风,2077,复合材料,5082,复合材料Ⅱ
600173,卧龙地产,2072,房地产,5191,房地产Ⅱ
600175,美都能源,2005,石油石化,5014,石油开采
600176,中国巨石,2077,复合材料,5085,玻璃纤维
600177,雅戈尔,2072,房地产,5191,房地产Ⅱ
600178,东安动力,2043,汽车配件,5128,汽车发动机
600179,安通控股,2062,仓储物流,5185,仓储物流Ⅱ
600180,瑞茂通,2062,仓储物流,5185,仓储物流Ⅱ
